N is 4
N is 4
omega has size 1
omega has size 2
omega has size 3
omega has size 4
theta has size 1theta has size 2theta has size 3theta has size 4theta has size 40, 12.6858, dt0
1.443, 0.512167, a1
1.444, 0.523059, a1
1.445, 0.534192, a1
1.446, 0.544512, a1
1.447, 0.555124, a1
1.448, 0.565057, a1
1.449, 0.575623, a1
1.45, 0.585674, a1
1.451, 0.596327, a1
1.452, 0.60611, a1
1.453, 0.616278, a1
1.454, 0.626106, a1
1.455, 0.636091, a1
1.456, 0.645388, a1
1.457, 0.655369, a1
1.458, 0.665053, a1
1.459, 0.674409, a1
1.46, 0.683053, a1
1.461, 0.692121, a1
1.462, 0.700681, a1
1.463, 0.709089, a1
1.464, 0.717981, a1
1.465, 0.72641, a1
1.466, 0.734501, a1
1.467, 0.743044, a1
1.468, 0.751954, a1
1.469, 0.760579, a1
1.47, 0.768159, a1
1.471, 0.776253, a1
1.472, 0.784068, a1
1.473, 0.791716, a1
1.474, 0.798847, a1
1.475, 0.806378, a1
1.476, 0.813814, a1
1.477, 0.821152, a1
1.478, 0.828545, a1
1.479, 0.835616, a1
1.48, 0.842105, a1
1.481, 0.848632, a1
1.482, 0.855299, a1
1.483, 0.861736, a1
1.484, 0.868001, a1
1.485, 0.874164, a1
1.486, 0.880362, a1
1.487, 0.88647, a1
1.488, 0.892173, a1
1.489, 0.897592, a1
1.49, 0.90281, a1
1.491, 0.908047, a1
1.492, 0.91298, a1
1.493, 0.917923, a1
1.494, 0.922804, a1
1.495, 0.927503, a1
1.496, 0.932494, a1
1.497, 0.936956, a1
1.498, 0.941516, a1
1.499, 0.945789, a1
1.5, 0.949753, a1
1.501, 0.95368, a1
1.502, 0.957257, a1
1.503, 0.960784, a1
1.504, 0.96421, a1
1.505, 0.967486, a1
1.506, 0.970493, a1
1.507, 0.973406, a1
1.508, 0.975984, a1
1.509, 0.978715, a1
1.51, 0.981198, a1
1.511, 0.983482, a1
1.512, 0.985724, a1
1.513, 0.987669, a1
1.514, 0.989644, a1
1.515, 0.991374, a1
1.516, 0.99288, a1
1.517, 0.994246, a1
1.518, 0.995516, a1
1.519, 0.99665, a1
1.52, 0.99758, a1
1.521, 0.998371, a1
1.522, 0.999013, a1
1.523, 0.999488, a1
1.524, 0.999812, a1
1.525, 0.999976, a1
1.526, 0.999983, a1
1.527, 0.99982, a1
1.528, 0.999492, a1
1.529, 0.999009, a1
1.53, 0.998355, a1
1.531, 0.997534, a1
1.532, 0.996546, a1
1.533, 0.995429, a1
1.534, 0.994104, a1
1.535, 0.992613, a1
1.536, 0.99107, a1
1.537, 0.989257, a1
1.538, 0.987374, a1
1.539, 0.985286, a1
1.54, 0.983124, a1
1.541, 0.980833, a1
1.542, 0.978337, a1
1.543, 0.975722, a1
1.544, 0.972903, a1
1.545, 0.970022, a1
1.546, 0.966907, a1
1.547, 0.96354, a1
1.548, 0.960241, a1
1.549, 0.95684, a1
1.55, 0.953173, a1
1.551, 0.949487, a1
1.552, 0.945709, a1
1.553, 0.941365, a1
1.554, 0.937072, a1
1.555, 0.932593, a1
1.556, 0.927884, a1
1.557, 0.923529, a1
1.558, 0.918782, a1
1.559, 0.913644, a1
1.56, 0.908285, a1
1.561, 0.903035, a1
1.562, 0.897537, a1
1.563, 0.891356, a1
1.564, 0.885497, a1
1.565, 0.879417, a1
1.566, 0.873549, a1
1.567, 0.867379, a1
1.568, 0.860876, a1
1.569, 0.854532, a1
1.57, 0.847888, a1
1.571, 0.840825, a1
1.572, 0.834198, a1
1.573, 0.827021, a1
1.574, 0.819958, a1
1.575, 0.812893, a1
1.576, 0.805675, a1
1.577, 0.798125, a1
1.578, 0.789867, a1
1.579, 0.782174, a1
1.58, 0.774547, a1
1.581, 0.766674, a1
1.582, 0.758443, a1
1.583, 0.750113, a1
1.584, 0.741835, a1
1.585, 0.733579, a1
1.586, 0.725347, a1
1.587, 0.716863, a1
1.588, 0.708048, a1
1.589, 0.699457, a1
1.59, 0.690659, a1
1.591, 0.68185, a1
1.592, 0.672629, a1
1.593, 0.662318, a1
1.594, 0.652975, a1
1.595, 0.643303, a1
1.596, 0.633833, a1
1.597, 0.624357, a1
1.598, 0.615049, a1
1.599, 0.60522, a1
1.6, 0.595631, a1
1.601, 0.585827, a1
1.602, 0.575873, a1
1.603, 0.566189, a1
1.604, 0.555394, a1
1.605, 0.5449, a1
1.606, 0.534625, a1
1.607, 0.524542, a1
1.608, 0.51378, a1
1.609, 0.50273, a1
1.61, 0.491632, a1
1.611, 0.480744, a1
1.612, 0.470362, a1
1.613, 0.45871, a1
1.614, 0.447898, a1
1.615, 0.436766, a1
1.616, 0.425687, a1
1.617, 0.414535, a1
1.618, 0.403727, a1
1.619, 0.393397, a1
1.62, 0.381364, a1
1.621, 0.370186, a1
1.622, 0.358627, a1
1.623, 0.346161, a1
1.624, 0.334418, a1
1.625, 0.322596, a1
1.626, 0.309806, a1
1.627, 0.297655, a1
1.628, 0.286419, a1
1.629, 0.275204, a1
1.63, 0.262737, a1
1.631, 0.250134, a1
1.632, 0.238072, a1
1.633, 0.225832, a1
1.634, 0.212704, a1
1.635, 0.200504, a1
1.636, 0.188146, a1
1.637, 0.176433, a1
1.638, 0.163768, a1
1.639, 0.151424, a1
1.64, 0.139097, a1
1.641, 0.12705, a1
1.642, 0.114979, a1
1.643, 0.102551, a1
1.644, 0.0893501, a1
1.645, 0.0768626, a1
1.646, 0.0638356, a1
1.647, 0.0511393, a1
1.648, 0.0380805, a1
1.649, 0.0248677, a1
1.65, 0.011365, a1
intercept is 1.65093, int1
1.651, -0.000790445, a1
1.652, -0.0131972, a1
1.653, -0.0263353, a1
1.654, -0.0386706, a1
1.655, -0.0506164, a1
1.656, -0.0628892, a1
1.657, -0.0749173, a1
1.658, -0.088006, a1
1.659, -0.101165, a1
1.66, -0.114182, a1
1.661, -0.126301, a1
1.662, -0.139263, a1
1.663, -0.151135, a1
1.664, -0.163185, a1
1.665, -0.175259, a1
1.666, -0.187721, a1
1.667, -0.200677, a1
1.668, -0.213032, a1
1.669, -0.225839, a1
1.67, -0.237773, a1
1.671, -0.249659, a1
1.672, -0.261689, a1
1.673, -0.27358, a1
1.674, -0.285447, a1
1.675, -0.297807, a1
1.676, -0.31022, a1
1.677, -0.322375, a1
1.678, -0.33461, a1
1.679, -0.346492, a1
1.68, -0.358422, a1
1.681, -0.370265, a1
1.682, -0.382344, a1
1.683, -0.394562, a1
1.684, -0.40604, a1
1.685, -0.417485, a1
1.686, -0.4286, a1
1.687, -0.440138, a1
1.688, -0.451455, a1
1.689, -0.462335, a1
1.69, -0.473054, a1
1.691, -0.4838, a1
1.692, -0.49508, a1
1.693, -0.506234, a1
1.694, -0.517289, a1
1.695, -0.527532, a1
1.696, -0.538589, a1
1.697, -0.54897, a1
1.698, -0.559549, a1
1.699, -0.569573, a1
1.7, -0.579913, a1
1.701, -0.590067, a1
1.702, -0.600005, a1
1.703, -0.609626, a1
1.704, -0.619706, a1
1.705, -0.630023, a1
1.706, -0.63956, a1
1.707, -0.649671, a1
1.708, -0.658883, a1
1.709, -0.668604, a1
1.71, -0.677826, a1
1.711, -0.686756, a1
1.712, -0.695276, a1
1.713, -0.703707, a1
1.714, -0.713116, a1
1.715, -0.72171, a1
1.716, -0.730744, a1
1.717, -0.739446, a1
1.718, -0.747814, a1
1.719, -0.756065, a1
1.72, -0.764272, a1
1.721, -0.772344, a1
1.722, -0.779861, a1
1.723, -0.787922, a1
1.724, -0.79559, a1
1.725, -0.803302, a1
1.726, -0.810632, a1
1.727, -0.81789, a1
1.728, -0.825248, a1
1.729, -0.832495, a1
1.73, -0.838902, a1
1.731, -0.845487, a1
1.732, -0.852246, a1
1.733, -0.85877, a1
1.734, -0.865711, a1
1.735, -0.871869, a1
1.736, -0.877898, a1
1.737, -0.883908, a1
1.738, -0.889776, a1
1.739, -0.895258, a1
1.74, -0.900618, a1
1.741, -0.905956, a1
1.742, -0.911391, a1
1.743, -0.916419, a1
1.744, -0.921301, a1
1.745, -0.926197, a1
1.746, -0.930843, a1
1.747, -0.935295, a1
1.748, -0.939455, a1
1.749, -0.943652, a1
1.75, -0.947853, a1
1.751, -0.951794, a1
1.752, -0.95541, a1
1.753, -0.959284, a1
1.754, -0.962887, a1
1.755, -0.966218, a1
1.756, -0.969363, a1
1.757, -0.97245, a1
1.758, -0.975391, a1
1.759, -0.978137, a1
1.76, -0.980785, a1
1.761, -0.983231, a1
1.762, -0.985385, a1
1.763, -0.987489, a1
1.764, -0.98944, a1
1.765, -0.99111, a1
1.766, -0.992741, a1
1.767, -0.994199, a1
1.768, -0.995459, a1
1.769, -0.99661, a1
1.77, -0.99751, a1
1.771, -0.998304, a1
1.772, -0.998919, a1
1.773, -0.999435, a1
1.774, -0.999786, a1
1.775, -0.999971, a1
1.776, -0.999991, a1
1.777, -0.999858, a1
1.778, -0.999567, a1
1.779, -0.999101, a1
1.78, -0.998493, a1
1.781, -0.997706, a1
1.782, -0.996765, a1
1.783, -0.995708, a1
1.784, -0.99441, a1
1.785, -0.992944, a1
1.786, -0.991328, a1
1.787, -0.989643, a1
1.788, -0.987728, a1
1.789, -0.985637, a1
1.79, -0.983334, a1
1.791, -0.980983, a1
1.792, -0.978385, a1
1.793, -0.975751, a1
1.794, -0.972903, a1
1.795, -0.969782, a1
1.796, -0.96647, a1
1.797, -0.963157, a1
1.798, -0.959721, a1
1.799, -0.95602, a1
1.8, -0.952105, a1
1.801, -0.948034, a1
1.802, -0.943954, a1
1.803, -0.939524, a1
1.804, -0.935075, a1
1.805, -0.930511, a1
1.806, -0.925799, a1
1.807, -0.920801, a1
1.808, -0.915736, a1
1.809, -0.91066, a1
1.81, -0.905076, a1
1.811, -0.899847, a1
1.812, -0.893925, a1
1.813, -0.888219, a1
1.814, -0.88232, a1
1.815, -0.876273, a1
1.816, -0.869782, a1
1.817, -0.863257, a1
1.818, -0.856946, a1
1.819, -0.850268, a1
1.82, -0.843867, a1
1.821, -0.837059, a1
1.822, -0.830167, a1
1.823, -0.823086, a1
1.824, -0.815983, a1
1.825, -0.808715, a1
1.826, -0.801127, a1
1.827, -0.793172, a1
1.828, -0.785691, a1
1.829, -0.77792, a1
1.83, -0.770339, a1
1.831, -0.761596, a1
1.832, -0.753064, a1
1.833, -0.744373, a1
1.834, -0.735556, a1
1.835, -0.726518, a1
1.836, -0.717363, a1
1.837, -0.708421, a1
1.838, -0.699364, a1
1.839, -0.690468, a1
1.84, -0.681259, a1
1.841, -0.672369, a1
1.842, -0.66321, a1
1.843, -0.653247, a1
1.844, -0.643677, a1
1.845, -0.634151, a1
1.846, -0.623778, a1
1.847, -0.614244, a1
1.848, -0.603871, a1
1.849, -0.593271, a1
1.85, -0.583174, a1
1.851, -0.572728, a1
1.852, -0.56276, a1
1.853, -0.552581, a1
1.854, -0.541587, a1
1.855, -0.530094, a1
1.856, -0.518743, a1
1.857, -0.507014, a1
1.858, -0.496282, a1
1.859, -0.485739, a1
1.86, -0.474722, a1
1.861, -0.463611, a1
1.862, -0.452653, a1
1.863, -0.441053, a1
1.864, -0.428791, a1
1.865, -0.417535, a1
1.866, -0.406208, a1
1.867, -0.394909, a1
1.868, -0.383225, a1
1.869, -0.371636, a1
1.87, -0.360125, a1
1.871, -0.348557, a1
1.872, -0.336505, a1
1.873, -0.324789, a1
1.874, -0.312814, a1
1.875, -0.300969, a1
1.876, -0.288724, a1
1.877, -0.276185, a1
1.878, -0.263959, a1
1.879, -0.251075, a1
1.88, -0.238796, a1
1.881, -0.226472, a1
1.882, -0.214323, a1
1.883, -0.201414, a1
1.884, -0.189125, a1
1.885, -0.176741, a1
1.886, -0.164529, a1
1.887, -0.152042, a1
1.888, -0.139464, a1
1.889, -0.127789, a1
1.89, -0.114717, a1
1.891, -0.102642, a1
1.892, -0.0904525, a1
1.893, -0.0779259, a1
1.894, -0.0658859, a1
1.895, -0.0529083, a1
1.896, -0.0411749, a1
1.897, -0.0280018, a1
1.898, -0.0156078, a1
1.899, -0.00256029, a1
intercept is 1.89919, int1
1.9, 0.01074, a1
1.901, 0.0227623, a1
1.902, 0.0351419, a1
1.903, 0.0478891, a1
1.904, 0.0601028, a1
1.905, 0.0729878, a1
1.906, 0.0854468, a1
1.907, 0.0983746, a1
1.908, 0.110853, a1
1.909, 0.123061, a1
1.91, 0.135931, a1
1.911, 0.149012, a1
1.912, 0.162491, a1
1.913, 0.174758, a1
1.914, 0.186881, a1
1.915, 0.199574, a1
1.916, 0.212385, a1
1.917, 0.224478, a1
1.918, 0.236176, a1
1.919, 0.248787, a1
1.92, 0.261109, a1
1.921, 0.272788, a1
1.922, 0.285061, a1
1.923, 0.297442, a1
1.924, 0.309555, a1
1.925, 0.321689, a1
1.926, 0.334085, a1
1.927, 0.346445, a1
1.928, 0.358431, a1
1.929, 0.370121, a1
1.93, 0.382877, a1
1.931, 0.394849, a1
1.932, 0.406955, a1
1.933, 0.419295, a1
1.934, 0.431189, a1
1.935, 0.442398, a1
1.936, 0.453232, a1
1.937, 0.464585, a1
1.938, 0.475779, a1
1.939, 0.487224, a1
1.94, 0.498882, a1
1.941, 0.509801, a1
1.942, 0.520568, a1
1.943, 0.531217, a1
1.944, 0.541876, a1
1.945, 0.552851, a1
1.946, 0.563676, a1
1.947, 0.574014, a1
1.948, 0.584971, a1
1.949, 0.595343, a1
1.95, 0.605468, a1
1.951, 0.615173, a1
1.952, 0.624543, a1
1.953, 0.634924, a1
1.954, 0.644777, a1
1.955, 0.654403, a1
1.956, 0.664573, a1
1.957, 0.674563, a1
1.958, 0.683411, a1
1.959, 0.692802, a1
1.96, 0.701752, a1
1.961, 0.710594, a1
1.962, 0.719103, a1
1.963, 0.728089, a1
1.964, 0.736897, a1
1.965, 0.744954, a1
1.966, 0.753698, a1
1.967, 0.761979, a1
1.968, 0.770035, a1
1.969, 0.778185, a1
1.97, 0.786613, a1
1.971, 0.7943, a1
1.972, 0.802035, a1
1.973, 0.809821, a1
1.974, 0.817463, a1
1.975, 0.825462, a1
1.976, 0.832694, a1
1.977, 0.839457, a1
1.978, 0.846565, a1
1.979, 0.853605, a1
1.98, 0.860211, a1
1.981, 0.866517, a1
1.982, 0.872618, a1
1.983, 0.87882, a1
1.984, 0.884865, a1
1.985, 0.890604, a1
1.986, 0.896425, a1
1.987, 0.901883, a1
1.988, 0.907477, a1
1.989, 0.913217, a1
1.99, 0.918544, a1
1.991, 0.923435, a1
1.992, 0.928138, a1
1.993, 0.932954, a1
1.994, 0.937641, a1
1.995, 0.941956, a1
1.996, 0.9463, a1
1.997, 0.950197, a1
1.998, 0.953902, a1
1.999, 0.957707, a1
2, 0.961027, a1
2.001, 0.964536, a1
2.002, 0.967905, a1
2.003, 0.971037, a1
2.004, 0.974049, a1
2.005, 0.977031, a1
2.006, 0.979727, a1
2.007, 0.982277, a1
2.008, 0.984697, a1
2.009, 0.986808, a1
2.01, 0.988787, a1
2.011, 0.990715, a1
2.012, 0.992406, a1
2.013, 0.993865, a1
2.014, 0.995214, a1
2.015, 0.996384, a1
2.016, 0.997388, a1
2.017, 0.998297, a1
2.018, 0.998976, a1
2.019, 0.999446, a1
2.02, 0.999795, a1
2.021, 0.999975, a1
2.022, 0.999983, a1
2.023, 0.999831, a1
2.024, 0.999533, a1
2.025, 0.999042, a1
2.026, 0.998395, a1
2.027, 0.99759, a1
2.028, 0.99659, a1
2.029, 0.995462, a1
2.03, 0.994156, a1
2.031, 0.992652, a1
2.032, 0.990978, a1
2.033, 0.989196, a1
2.034, 0.98737, a1
2.035, 0.985151, a1
2.036, 0.982743, a1
2.037, 0.980269, a1
2.038, 0.977587, a1
2.039, 0.974832, a1
2.04, 0.971878, a1
2.041, 0.968849, a1
2.042, 0.965575, a1
2.043, 0.962129, a1
2.044, 0.95862, a1
2.045, 0.954902, a1
2.046, 0.950958, a1
2.047, 0.947007, a1
2.048, 0.942956, a1
2.049, 0.938334, a1
2.05, 0.933823, a1
2.051, 0.929042, a1
2.052, 0.924228, a1
2.053, 0.919134, a1
2.054, 0.914094, a1
2.055, 0.90902, a1
2.056, 0.903367, a1
2.057, 0.89793, a1
2.058, 0.892045, a1
2.059, 0.886124, a1
2.06, 0.879743, a1
2.061, 0.873461, a1
2.062, 0.866883, a1
2.063, 0.859953, a1
2.064, 0.853166, a1
2.065, 0.846338, a1
2.066, 0.839753, a1
2.067, 0.832363, a1
2.068, 0.82561, a1
2.069, 0.818527, a1
2.07, 0.811174, a1
2.071, 0.80383, a1
2.072, 0.796181, a1
2.073, 0.788069, a1
2.074, 0.77991, a1
2.075, 0.771623, a1
2.076, 0.763046, a1
2.077, 0.754659, a1
2.078, 0.746413, a1
2.079, 0.737714, a1
2.08, 0.728659, a1
2.081, 0.719882, a1
2.082, 0.710246, a1
2.083, 0.701167, a1
2.084, 0.69216, a1
2.085, 0.682437, a1
2.086, 0.673161, a1
2.087, 0.663888, a1
2.088, 0.653881, a1
2.089, 0.644097, a1
2.09, 0.634278, a1
2.091, 0.623878, a1
2.092, 0.613734, a1
2.093, 0.603768, a1
2.094, 0.592991, a1
2.095, 0.582087, a1
2.096, 0.571597, a1
2.097, 0.561295, a1
2.098, 0.551158, a1
2.099, 0.539961, a1
2.1, 0.528378, a1
2.101, 0.517342, a1
2.102, 0.50579, a1
2.103, 0.494647, a1
2.104, 0.483684, a1
2.105, 0.472291, a1
2.106, 0.460777, a1
2.107, 0.449744, a1
2.108, 0.438002, a1
2.109, 0.426327, a1
2.11, 0.414156, a1
2.111, 0.402146, a1
2.112, 0.390445, a1
2.113, 0.378393, a1
2.114, 0.366644, a1
2.115, 0.354668, a1
2.116, 0.342709, a1
2.117, 0.330003, a1
2.118, 0.317781, a1
2.119, 0.305746, a1
2.12, 0.292703, a1
2.121, 0.279633, a1
2.122, 0.267568, a1
2.123, 0.254549, a1
2.124, 0.241782, a1
2.125, 0.229016, a1
2.126, 0.215711, a1
2.127, 0.202792, a1
2.128, 0.189981, a1
2.129, 0.177328, a1
2.13, 0.163745, a1
2.131, 0.150804, a1
2.132, 0.137413, a1
2.133, 0.124494, a1
2.134, 0.11114, a1
2.135, 0.0981087, a1
2.136, 0.0845088, a1
2.137, 0.0722409, a1
2.138, 0.0590571, a1
2.139, 0.0456154, a1
2.14, 0.0322533, a1
2.141, 0.0187995, a1
2.142, 0.00514357, a1
intercept is 2.1424, int1
2.143, -0.00783459, a1
2.144, -0.0204039, a1
2.145, -0.0336852, a1
2.146, -0.0473345, a1
2.147, -0.0601156, a1
2.148, -0.0722402, a1
2.149, -0.085842, a1
2.15, -0.0986008, a1
2.151, -0.111923, a1
2.152, -0.124709, a1
2.153, -0.137733, a1
2.154, -0.150925, a1
2.155, -0.164169, a1
2.156, -0.177262, a1
2.157, -0.190805, a1
2.158, -0.204287, a1
2.159, -0.216699, a1
2.16, -0.228813, a1
2.161, -0.241419, a1
2.162, -0.254571, a1
2.163, -0.267073, a1
2.164, -0.279727, a1
2.165, -0.293322, a1
2.166, -0.305745, a1
2.167, -0.318026, a1
2.168, -0.330261, a1
2.169, -0.342912, a1
2.17, -0.355209, a1
2.171, -0.367664, a1
2.172, -0.380055, a1
2.173, -0.392901, a1
2.174, -0.404719, a1
2.175, -0.417181, a1
2.176, -0.429004, a1
2.177, -0.440782, a1
2.178, -0.452618, a1
2.179, -0.464444, a1
2.18, -0.476402, a1
2.181, -0.488356, a1
2.182, -0.499384, a1
2.183, -0.510749, a1
2.184, -0.521931, a1
2.185, -0.533116, a1
2.186, -0.544157, a1
2.187, -0.555619, a1
2.188, -0.565812, a1
2.189, -0.576896, a1
2.19, -0.587615, a1
2.191, -0.598256, a1
2.192, -0.608667, a1
2.193, -0.619248, a1
2.194, -0.630087, a1
2.195, -0.640188, a1
2.196, -0.649905, a1
2.197, -0.659367, a1
2.198, -0.668552, a1
2.199, -0.678, a1
2.2, -0.687511, a1
2.201, -0.697043, a1
2.202, -0.706521, a1
2.203, -0.716, a1
2.204, -0.725123, a1
2.205, -0.734223, a1
2.206, -0.742757, a1
2.207, -0.751382, a1
2.208, -0.759993, a1
2.209, -0.768478, a1
2.21, -0.776948, a1
2.211, -0.785087, a1
2.212, -0.793487, a1
2.213, -0.801516, a1
2.214, -0.809654, a1
2.215, -0.817242, a1
2.216, -0.824607, a1
2.217, -0.831969, a1
2.218, -0.83951, a1
2.219, -0.846658, a1
2.22, -0.853532, a1
2.221, -0.860295, a1
2.222, -0.867138, a1
2.223, -0.873379, a1
2.224, -0.879975, a1
2.225, -0.886235, a1
2.226, -0.892398, a1
2.227, -0.897846, a1
2.228, -0.903989, a1
2.229, -0.909527, a1
2.23, -0.914656, a1
2.231, -0.920267, a1
2.232, -0.925369, a1
2.233, -0.930706, a1
2.234, -0.935583, a1
2.235, -0.940188, a1
2.236, -0.944482, a1
2.237, -0.948795, a1
2.238, -0.952962, a1
2.239, -0.956938, a1
2.24, -0.960799, a1
2.241, -0.964548, a1
2.242, -0.967967, a1
2.243, -0.971391, a1
2.244, -0.974319, a1
2.245, -0.977173, a1
2.246, -0.980077, a1
2.247, -0.982652, a1
2.248, -0.984978, a1
2.249, -0.987132, a1
2.25, -0.989153, a1
2.251, -0.990917, a1
2.252, -0.99263, a1
2.253, -0.994192, a1
2.254, -0.995528, a1
2.255, -0.996718, a1
2.256, -0.997688, a1
2.257, -0.998541, a1
2.258, -0.99918, a1
2.259, -0.999668, a1
2.26, -0.999932, a1
2.261, -0.999998, a1
2.262, -0.999881, a1
2.263, -0.999584, a1
2.264, -0.999108, a1
2.265, -0.998475, a1
2.266, -0.997674, a1
2.267, -0.996749, a1
2.268, -0.995589, a1
2.269, -0.994245, a1
2.27, -0.992741, a1
2.271, -0.990934, a1
2.272, -0.989036, a1
2.273, -0.986897, a1
2.274, -0.984735, a1
2.275, -0.982343, a1
2.276, -0.97971, a1
2.277, -0.977001, a1
2.278, -0.974027, a1
2.279, -0.970785, a1
2.28, -0.9675, a1
2.281, -0.964237, a1
2.282, -0.960603, a1
2.283, -0.956836, a1
2.284, -0.953125, a1
2.285, -0.949252, a1
2.286, -0.944953, a1
2.287, -0.940641, a1
2.288, -0.936183, a1
2.289, -0.931692, a1
2.29, -0.926894, a1
2.291, -0.921964, a1
2.292, -0.916721, a1
2.293, -0.911703, a1
2.294, -0.906014, a1
2.295, -0.899964, a1
2.296, -0.894153, a1
2.297, -0.888019, a1
2.298, -0.882028, a1
2.299, -0.875913, a1
2.3, -0.869508, a1
2.301, -0.862808, a1
2.302, -0.856034, a1
2.303, -0.849333, a1
2.304, -0.842212, a1
2.305, -0.835228, a1
2.306, -0.82804, a1
2.307, -0.82091, a1
2.308, -0.812844, a1
2.309, -0.804763, a1
2.31, -0.796722, a1
2.311, -0.788678, a1
2.312, -0.780467, a1
2.313, -0.771577, a1
2.314, -0.763091, a1
2.315, -0.75458, a1
2.316, -0.745738, a1
2.317, -0.73681, a1
2.318, -0.727829, a1
2.319, -0.718575, a1
2.32, -0.708965, a1
2.321, -0.699434, a1
2.322, -0.689361, a1
2.323, -0.679192, a1
2.324, -0.669157, a1
2.325, -0.658324, a1
2.326, -0.648096, a1
2.327, -0.637603, a1
2.328, -0.627696, a1
2.329, -0.617376, a1
2.33, -0.607146, a1
2.331, -0.595819, a1
2.332, -0.585259, a1
2.333, -0.574619, a1
2.334, -0.563614, a1
2.335, -0.552495, a1
2.336, -0.541751, a1
2.337, -0.530718, a1
2.338, -0.519153, a1
2.339, -0.507654, a1
2.34, -0.496343, a1
2.341, -0.484495, a1
2.342, -0.472969, a1
2.343, -0.461297, a1
2.344, -0.448935, a1
2.345, -0.436588, a1
2.346, -0.425153, a1
2.347, -0.413958, a1
2.348, -0.40165, a1
2.349, -0.389203, a1
2.35, -0.376604, a1
2.351, -0.36363, a1
2.352, -0.350347, a1
2.353, -0.337165, a1
2.354, -0.324413, a1
2.355, -0.311794, a1
2.356, -0.29895, a1
2.357, -0.285709, a1
2.358, -0.27271, a1
2.359, -0.258869, a1
2.36, -0.246009, a1
2.361, -0.232508, a1
2.362, -0.219073, a1
2.363, -0.20576, a1
2.364, -0.19238, a1
2.365, -0.178667, a1
2.366, -0.165048, a1
2.367, -0.152608, a1
2.368, -0.139663, a1
2.369, -0.126563, a1
2.37, -0.113374, a1
2.371, -0.0999084, a1
2.372, -0.0865769, a1
2.373, -0.0729873, a1
2.374, -0.0594695, a1
2.375, -0.046693, a1
2.376, -0.0329512, a1
2.377, -0.0199335, a1
2.378, -0.00585583, a1
intercept is 2.37841, int1
2.379, 0.00828765, a1
2.38, 0.0211975, a1
2.381, 0.03514, a1
2.382, 0.0491704, a1
2.383, 0.0632506, a1
2.384, 0.0766443, a1
2.385, 0.090678, a1
2.386, 0.103691, a1
2.387, 0.11801, a1
2.388, 0.13123, a1
2.389, 0.14367, a1
2.39, 0.156339, a1
2.391, 0.170327, a1
2.392, 0.183881, a1
2.393, 0.197081, a1
2.394, 0.210871, a1
2.395, 0.224366, a1
2.396, 0.238127, a1
2.397, 0.251325, a1
2.398, 0.264857, a1
2.399, 0.277859, a1
2.4, 0.291143, a1
2.401, 0.303992, a1
2.402, 0.316914, a1
2.403, 0.329997, a1
2.404, 0.342836, a1
2.405, 0.355479, a1
2.406, 0.368139, a1
2.407, 0.380961, a1
2.408, 0.393469, a1
2.409, 0.406842, a1
2.41, 0.41891, a1
2.411, 0.431383, a1
2.412, 0.443655, a1
2.413, 0.455925, a1
2.414, 0.46855, a1
2.415, 0.481003, a1
2.416, 0.493268, a1
2.417, 0.504947, a1
2.418, 0.51672, a1
2.419, 0.52828, a1
2.42, 0.539937, a1
2.421, 0.551372, a1
2.422, 0.562618, a1
2.423, 0.57402, a1
2.424, 0.585527, a1
2.425, 0.596725, a1
2.426, 0.607233, a1
2.427, 0.618233, a1
2.428, 0.629338, a1
2.429, 0.639553, a1
2.43, 0.649573, a1
2.431, 0.659957, a1
2.432, 0.670159, a1
2.433, 0.680249, a1
2.434, 0.690514, a1
2.435, 0.70078, a1
2.436, 0.710636, a1
2.437, 0.720353, a1
2.438, 0.729517, a1
2.439, 0.739111, a1
2.44, 0.748136, a1
2.441, 0.757452, a1
2.442, 0.766604, a1
2.443, 0.775752, a1
2.444, 0.783949, a1
2.445, 0.792382, a1
2.446, 0.800756, a1
2.447, 0.808931, a1
2.448, 0.817019, a1
2.449, 0.824816, a1
2.45, 0.832681, a1
2.451, 0.840081, a1
2.452, 0.847334, a1
2.453, 0.854457, a1
2.454, 0.861252, a1
2.455, 0.868222, a1
2.456, 0.875049, a1
2.457, 0.881602, a1
2.458, 0.887772, a1
2.459, 0.893878, a1
2.46, 0.899868, a1
2.461, 0.905746, a1
2.462, 0.91159, a1
2.463, 0.917186, a1
2.464, 0.922612, a1
2.465, 0.92793, a1
2.466, 0.932893, a1
2.467, 0.937456, a1
2.468, 0.94224, a1
2.469, 0.946722, a1
2.47, 0.951169, a1
2.471, 0.955567, a1
2.472, 0.959384, a1
2.473, 0.963291, a1
2.474, 0.966914, a1
2.475, 0.970311, a1
2.476, 0.973563, a1
2.477, 0.976655, a1
2.478, 0.979544, a1
2.479, 0.982287, a1
2.48, 0.984835, a1
2.481, 0.987187, a1
2.482, 0.989288, a1
2.483, 0.991266, a1
2.484, 0.992962, a1
2.485, 0.994493, a1
2.486, 0.995836, a1
2.487, 0.996964, a1
2.488, 0.997916, a1
2.489, 0.998706, a1
2.49, 0.999306, a1
2.491, 0.999718, a1
2.492, 0.99995, a1
2.493, 0.999995, a1
2.494, 0.999846, a1
2.495, 0.999507, a1
2.496, 0.998953, a1
2.497, 0.998258, a1
2.498, 0.997366, a1
2.499, 0.996325, a1
2.5, 0.995077, a1
2.501, 0.993666, a1
2.502, 0.991986, a1
2.503, 0.990058, a1
2.504, 0.987985, a1
