N is 4
N is 4
omega has size 1
omega has size 2
omega has size 3
omega has size 4
theta has size 1theta has size 2theta has size 3theta has size 4theta has size 40, 12.6858, dt0
7.616, 0.279343, a3
7.617, 0.268351, a3
7.618, 0.257569, a3
7.619, 0.246814, a3
7.62, 0.236179, a3
7.621, 0.225331, a3
7.622, 0.214331, a3
7.623, 0.20298, a3
7.624, 0.192032, a3
7.625, 0.181354, a3
7.626, 0.170549, a3
7.627, 0.160016, a3
7.628, 0.148876, a3
7.629, 0.138464, a3
7.63, 0.127009, a3
7.631, 0.116274, a3
7.632, 0.10505, a3
7.633, 0.0929258, a3
7.634, 0.0824516, a3
7.635, 0.0715755, a3
7.636, 0.0600491, a3
7.637, 0.0484381, a3
7.638, 0.0368904, a3
7.639, 0.0257122, a3
7.64, 0.0146951, a3
7.641, 0.00377401, a3
intercept is 7.64132, int3
7.642, -0.00818443, a3
7.643, -0.0193818, a3
7.644, -0.0308837, a3
7.645, -0.0411863, a3
7.646, -0.0530592, a3
7.647, -0.0639938, a3
7.648, -0.0746916, a3
7.649, -0.0862787, a3
7.65, -0.0973902, a3
7.651, -0.108127, a3
7.652, -0.119305, a3
7.653, -0.130029, a3
7.654, -0.141222, a3
7.655, -0.152211, a3
7.656, -0.163111, a3
7.657, -0.173515, a3
7.658, -0.184627, a3
7.659, -0.195968, a3
7.66, -0.206018, a3
7.661, -0.216919, a3
7.662, -0.227583, a3
7.663, -0.238484, a3
7.664, -0.249427, a3
7.665, -0.26026, a3
7.666, -0.270773, a3
7.667, -0.281485, a3
7.668, -0.292764, a3
7.669, -0.303532, a3
7.67, -0.313603, a3
7.671, -0.32398, a3
7.672, -0.33473, a3
7.673, -0.345998, a3
7.674, -0.355553, a3
7.675, -0.366115, a3
7.676, -0.376425, a3
7.677, -0.386652, a3
7.678, -0.396399, a3
7.679, -0.406508, a3
7.68, -0.416198, a3
7.681, -0.425784, a3
7.682, -0.435807, a3
7.683, -0.445834, a3
7.684, -0.455818, a3
7.685, -0.466118, a3
7.686, -0.475603, a3
7.687, -0.485622, a3
7.688, -0.495025, a3
7.689, -0.504315, a3
7.69, -0.514151, a3
7.691, -0.523486, a3
7.692, -0.532513, a3
7.693, -0.54157, a3
7.694, -0.550649, a3
7.695, -0.559728, a3
7.696, -0.568735, a3
7.697, -0.577782, a3
7.698, -0.586732, a3
7.699, -0.595475, a3
7.7, -0.604608, a3
7.701, -0.612908, a3
7.702, -0.621949, a3
7.703, -0.630718, a3
7.704, -0.639861, a3
7.705, -0.648205, a3
7.706, -0.65626, a3
7.707, -0.664884, a3
7.708, -0.67299, a3
7.709, -0.6809, a3
7.71, -0.689778, a3
7.711, -0.697785, a3
7.712, -0.705629, a3
7.713, -0.713335, a3
7.714, -0.721681, a3
7.715, -0.729418, a3
7.716, -0.736501, a3
7.717, -0.743965, a3
7.718, -0.751345, a3
7.719, -0.75807, a3
7.72, -0.765278, a3
7.721, -0.772457, a3
7.722, -0.779635, a3
7.723, -0.786633, a3
7.724, -0.793371, a3
7.725, -0.799481, a3
7.726, -0.805737, a3
7.727, -0.812014, a3
7.728, -0.818182, a3
7.729, -0.824468, a3
7.73, -0.830286, a3
7.731, -0.836348, a3
7.732, -0.842265, a3
7.733, -0.848066, a3
7.734, -0.85349, a3
7.735, -0.859177, a3
7.736, -0.864914, a3
7.737, -0.870521, a3
7.738, -0.876297, a3
7.739, -0.881505, a3
7.74, -0.88663, a3
7.741, -0.892109, a3
7.742, -0.896856, a3
7.743, -0.901464, a3
7.744, -0.905942, a3
7.745, -0.910269, a3
7.746, -0.91471, a3
7.747, -0.918867, a3
7.748, -0.923248, a3
7.749, -0.927453, a3
7.75, -0.931425, a3
7.751, -0.935261, a3
7.752, -0.938823, a3
7.753, -0.942474, a3
7.754, -0.946234, a3
7.755, -0.949723, a3
7.756, -0.953162, a3
7.757, -0.956513, a3
7.758, -0.959746, a3
7.759, -0.963098, a3
7.76, -0.965796, a3
7.761, -0.968529, a3
7.762, -0.971308, a3
7.763, -0.974095, a3
7.764, -0.976494, a3
7.765, -0.978703, a3
7.766, -0.980931, a3
7.767, -0.983081, a3
7.768, -0.985072, a3
7.769, -0.986887, a3
7.77, -0.988659, a3
7.771, -0.990307, a3
7.772, -0.991718, a3
7.773, -0.993213, a3
7.774, -0.994521, a3
7.775, -0.995652, a3
7.776, -0.996615, a3
7.777, -0.997476, a3
7.778, -0.998216, a3
7.779, -0.998822, a3
7.78, -0.999291, a3
7.781, -0.99964, a3
7.782, -0.999865, a3
7.783, -0.999984, a3
7.784, -0.999989, a3
7.785, -0.999883, a3
7.786, -0.999661, a3
7.787, -0.999353, a3
7.788, -0.998889, a3
7.789, -0.998316, a3
7.79, -0.997571, a3
7.791, -0.996779, a3
7.792, -0.995815, a3
7.793, -0.994847, a3
7.794, -0.993658, a3
7.795, -0.992268, a3
7.796, -0.990906, a3
7.797, -0.989367, a3
7.798, -0.987671, a3
7.799, -0.985918, a3
7.8, -0.984006, a3
7.801, -0.981916, a3
7.802, -0.979749, a3
7.803, -0.977614, a3
7.804, -0.975168, a3
7.805, -0.972759, a3
7.806, -0.970125, a3
7.807, -0.967547, a3
7.808, -0.964729, a3
7.809, -0.961837, a3
7.81, -0.958727, a3
7.811, -0.955661, a3
7.812, -0.952508, a3
7.813, -0.948991, a3
7.814, -0.945438, a3
7.815, -0.94175, a3
7.816, -0.938106, a3
7.817, -0.933903, a3
7.818, -0.929412, a3
7.819, -0.92569, a3
7.82, -0.921516, a3
7.821, -0.917178, a3
7.822, -0.91289, a3
7.823, -0.908018, a3
7.824, -0.903254, a3
7.825, -0.89838, a3
7.826, -0.893698, a3
7.827, -0.88849, a3
7.828, -0.88311, a3
7.829, -0.87777, a3
7.83, -0.872381, a3
7.831, -0.866871, a3
7.832, -0.861492, a3
7.833, -0.856049, a3
7.834, -0.850193, a3
7.835, -0.844261, a3
7.836, -0.838487, a3
7.837, -0.832275, a3
7.838, -0.826531, a3
7.839, -0.820393, a3
7.84, -0.814248, a3
7.841, -0.807653, a3
7.842, -0.801182, a3
7.843, -0.794551, a3
7.844, -0.787683, a3
7.845, -0.780896, a3
7.846, -0.773905, a3
7.847, -0.767053, a3
7.848, -0.759569, a3
7.849, -0.752123, a3
7.85, -0.745186, a3
7.851, -0.737447, a3
7.852, -0.730224, a3
7.853, -0.723058, a3
7.854, -0.71576, a3
7.855, -0.70822, a3
7.856, -0.700892, a3
7.857, -0.693729, a3
7.858, -0.686063, a3
7.859, -0.678372, a3
7.86, -0.670729, a3
7.861, -0.662514, a3
7.862, -0.654651, a3
7.863, -0.646452, a3
7.864, -0.638055, a3
7.865, -0.629421, a3
7.866, -0.621291, a3
7.867, -0.612519, a3
7.868, -0.603642, a3
7.869, -0.594743, a3
7.87, -0.586207, a3
7.871, -0.576961, a3
7.872, -0.568168, a3
7.873, -0.559686, a3
7.874, -0.550922, a3
7.875, -0.54291, a3
7.876, -0.533654, a3
7.877, -0.524601, a3
7.878, -0.515289, a3
7.879, -0.506041, a3
7.88, -0.496871, a3
7.881, -0.487507, a3
7.882, -0.478188, a3
7.883, -0.468595, a3
7.884, -0.459258, a3
7.885, -0.449602, a3
7.886, -0.439994, a3
7.887, -0.431092, a3
7.888, -0.421337, a3
7.889, -0.411509, a3
7.89, -0.401696, a3
7.891, -0.39121, a3
7.892, -0.380949, a3
7.893, -0.370983, a3
7.894, -0.360504, a3
7.895, -0.350657, a3
7.896, -0.340631, a3
7.897, -0.330418, a3
7.898, -0.320175, a3
7.899, -0.310344, a3
7.9, -0.300252, a3
7.901, -0.29008, a3
7.902, -0.280301, a3
7.903, -0.270062, a3
7.904, -0.259255, a3
7.905, -0.248923, a3
7.906, -0.239139, a3
7.907, -0.228633, a3
7.908, -0.218339, a3
7.909, -0.207438, a3
7.91, -0.196681, a3
7.911, -0.186303, a3
7.912, -0.175688, a3
7.913, -0.164636, a3
7.914, -0.154111, a3
7.915, -0.143329, a3
7.916, -0.132631, a3
7.917, -0.121658, a3
7.918, -0.110915, a3
7.919, -0.100122, a3
7.92, -0.0882912, a3
7.921, -0.0782474, a3
7.922, -0.0679687, a3
7.923, -0.0567994, a3
7.924, -0.0456143, a3
7.925, -0.0351732, a3
7.926, -0.0247641, a3
7.927, -0.0141467, a3
7.928, -0.00324319, a3
intercept is 7.92831, int3
7.929, 0.0072949, a3
7.93, 0.0176823, a3
7.931, 0.0282134, a3
7.932, 0.0391414, a3
7.933, 0.0494875, a3
7.934, 0.0598819, a3
7.935, 0.0710419, a3
7.936, 0.0825516, a3
7.937, 0.0932153, a3
7.938, 0.103472, a3
7.939, 0.115213, a3
7.94, 0.125814, a3
7.941, 0.13697, a3
7.942, 0.147721, a3
7.943, 0.158179, a3
7.944, 0.168616, a3
7.945, 0.178563, a3
7.946, 0.189615, a3
7.947, 0.199466, a3
7.948, 0.209462, a3
7.949, 0.219311, a3
7.95, 0.229585, a3
7.951, 0.239943, a3
7.952, 0.251056, a3
7.953, 0.261769, a3
7.954, 0.272108, a3
7.955, 0.283261, a3
7.956, 0.293578, a3
7.957, 0.303193, a3
7.958, 0.313123, a3
7.959, 0.322714, a3
7.96, 0.33261, a3
7.961, 0.343448, a3
7.962, 0.353898, a3
7.963, 0.363902, a3
7.964, 0.374091, a3
7.965, 0.38392, a3
7.966, 0.393708, a3
7.967, 0.403341, a3
7.968, 0.412465, a3
7.969, 0.422314, a3
7.97, 0.432218, a3
7.971, 0.441596, a3
7.972, 0.451326, a3
7.973, 0.461168, a3
7.974, 0.469443, a3
7.975, 0.478744, a3
7.976, 0.488236, a3
7.977, 0.49704, a3
7.978, 0.505718, a3
7.979, 0.515249, a3
7.98, 0.524283, a3
7.981, 0.533441, a3
7.982, 0.54246, a3
7.983, 0.551397, a3
7.984, 0.560246, a3
7.985, 0.56933, a3
7.986, 0.578803, a3
7.987, 0.587737, a3
7.988, 0.596437, a3
7.989, 0.605357, a3
7.99, 0.613672, a3
7.991, 0.621948, a3
7.992, 0.630143, a3
7.993, 0.638406, a3
7.994, 0.64715, a3
7.995, 0.655682, a3
7.996, 0.664064, a3
7.997, 0.671525, a3
7.998, 0.679027, a3
7.999, 0.686715, a3
8, 0.694579, a3
8.001, 0.702641, a3
8.002, 0.710435, a3
8.003, 0.717832, a3
8.004, 0.725487, a3
8.005, 0.732143, a3
8.006, 0.739542, a3
8.007, 0.747037, a3
8.008, 0.753739, a3
8.009, 0.761194, a3
8.01, 0.767523, a3
8.011, 0.774417, a3
8.012, 0.781205, a3
8.013, 0.787548, a3
8.014, 0.793786, a3
8.015, 0.800251, a3
8.016, 0.806446, a3
8.017, 0.812967, a3
8.018, 0.818975, a3
8.019, 0.825, a3
8.02, 0.830875, a3
8.021, 0.83683, a3
8.022, 0.842373, a3
8.023, 0.848177, a3
8.024, 0.853621, a3
8.025, 0.859475, a3
8.026, 0.864876, a3
8.027, 0.869974, a3
8.028, 0.87532, a3
8.029, 0.880434, a3
8.03, 0.885367, a3
8.031, 0.890088, a3
8.032, 0.895046, a3
8.033, 0.899738, a3
8.034, 0.904135, a3
8.035, 0.908789, a3
8.036, 0.913258, a3
8.037, 0.917147, a3
8.038, 0.921167, a3
8.039, 0.925239, a3
8.04, 0.929118, a3
8.041, 0.933005, a3
8.042, 0.936949, a3
8.043, 0.940648, a3
8.044, 0.944031, a3
8.045, 0.947624, a3
8.046, 0.950982, a3
8.047, 0.954182, a3
8.048, 0.957015, a3
8.049, 0.959871, a3
8.05, 0.962831, a3
8.051, 0.965485, a3
8.052, 0.968249, a3
8.053, 0.970928, a3
8.054, 0.973397, a3
8.055, 0.975769, a3
8.056, 0.977983, a3
8.057, 0.980088, a3
8.058, 0.982057, a3
8.059, 0.984, a3
8.06, 0.985808, a3
8.061, 0.987586, a3
8.062, 0.989219, a3
8.063, 0.990785, a3
8.064, 0.992165, a3
8.065, 0.993386, a3
8.066, 0.994629, a3
8.067, 0.995621, a3
8.068, 0.996545, a3
8.069, 0.997344, a3
8.07, 0.99807, a3
8.071, 0.998644, a3
8.072, 0.999146, a3
8.073, 0.999538, a3
8.074, 0.999811, a3
8.075, 0.999963, a3
8.076, 0.999999, a3
8.077, 0.999922, a3
8.078, 0.999752, a3
8.079, 0.999445, a3
8.08, 0.999048, a3
8.081, 0.998477, a3
8.082, 0.997812, a3
8.083, 0.997101, a3
8.084, 0.996299, a3
8.085, 0.99525, a3
8.086, 0.994239, a3
8.087, 0.993006, a3
8.088, 0.991663, a3
8.089, 0.990228, a3
8.09, 0.988723, a3
8.091, 0.987124, a3
8.092, 0.985365, a3
8.093, 0.983567, a3
8.094, 0.981604, a3
8.095, 0.979521, a3
8.096, 0.977349, a3
8.097, 0.974977, a3
8.098, 0.972618, a3
8.099, 0.970307, a3
8.1, 0.967682, a3
8.101, 0.965047, a3
8.102, 0.962151, a3
8.103, 0.959162, a3
8.104, 0.956213, a3
8.105, 0.953112, a3
8.106, 0.949852, a3
8.107, 0.946474, a3
8.108, 0.94298, a3
8.109, 0.939316, a3
8.11, 0.935658, a3
8.111, 0.931881, a3
8.112, 0.927964, a3
8.113, 0.924131, a3
8.114, 0.920177, a3
8.115, 0.916099, a3
8.116, 0.911991, a3
8.117, 0.907472, a3
8.118, 0.902955, a3
8.119, 0.898106, a3
8.12, 0.893482, a3
8.121, 0.888448, a3
8.122, 0.883637, a3
8.123, 0.878418, a3
8.124, 0.873046, a3
8.125, 0.867848, a3
8.126, 0.862246, a3
8.127, 0.856902, a3
8.128, 0.851389, a3
8.129, 0.84566, a3
8.13, 0.840437, a3
8.131, 0.835068, a3
8.132, 0.828918, a3
8.133, 0.822973, a3
8.134, 0.816947, a3
8.135, 0.811044, a3
8.136, 0.805121, a3
8.137, 0.798719, a3
8.138, 0.792141, a3
8.139, 0.786192, a3
8.14, 0.779547, a3
8.141, 0.773049, a3
8.142, 0.766112, a3
8.143, 0.758897, a3
8.144, 0.751879, a3
8.145, 0.744927, a3
8.146, 0.738656, a3
8.147, 0.731694, a3
8.148, 0.723761, a3
8.149, 0.717019, a3
8.15, 0.709261, a3
8.151, 0.70144, a3
8.152, 0.693574, a3
8.153, 0.686333, a3
8.154, 0.679002, a3
8.155, 0.671269, a3
8.156, 0.663066, a3
8.157, 0.65526, a3
8.158, 0.646971, a3
8.159, 0.638574, a3
8.16, 0.630403, a3
8.161, 0.62243, a3
8.162, 0.613973, a3
8.163, 0.605846, a3
8.164, 0.597288, a3
8.165, 0.588233, a3
8.166, 0.579563, a3
8.167, 0.571446, a3
8.168, 0.563087, a3
8.169, 0.554188, a3
8.17, 0.545305, a3
8.171, 0.536666, a3
8.172, 0.527899, a3
8.173, 0.519575, a3
8.174, 0.511402, a3
8.175, 0.503014, a3
8.176, 0.494084, a3
8.177, 0.485114, a3
8.178, 0.476006, a3
8.179, 0.467036, a3
8.18, 0.457877, a3
8.181, 0.448827, a3
8.182, 0.439115, a3
8.183, 0.430119, a3
8.184, 0.420631, a3
8.185, 0.411565, a3
8.186, 0.401235, a3
8.187, 0.392316, a3
8.188, 0.382887, a3
8.189, 0.373739, a3
8.19, 0.364135, a3
8.191, 0.354587, a3
8.192, 0.344917, a3
8.193, 0.335526, a3
8.194, 0.326254, a3
8.195, 0.315546, a3
8.196, 0.305162, a3
8.197, 0.295016, a3
8.198, 0.285386, a3
8.199, 0.275397, a3
8.2, 0.265626, a3
8.201, 0.255639, a3
8.202, 0.245639, a3
8.203, 0.235483, a3
8.204, 0.225292, a3
8.205, 0.215238, a3
8.206, 0.205579, a3
8.207, 0.195857, a3
8.208, 0.185376, a3
8.209, 0.175183, a3
8.21, 0.165227, a3
8.211, 0.155242, a3
8.212, 0.14535, a3
8.213, 0.135491, a3
8.214, 0.124173, a3
8.215, 0.113197, a3
8.216, 0.102387, a3
8.217, 0.0916518, a3
8.218, 0.0813371, a3
8.219, 0.0707398, a3
8.22, 0.0610792, a3
8.221, 0.0506405, a3
8.222, 0.0400356, a3
8.223, 0.0296841, a3
8.224, 0.0187095, a3
8.225, 0.0089794, a3
intercept is 8.22582, int3
8.226, -0.00202621, a3
8.227, -0.0119917, a3
8.228, -0.0227494, a3
8.229, -0.0327965, a3
8.23, -0.0432643, a3
8.231, -0.0539089, a3
8.232, -0.0636857, a3
8.233, -0.0738716, a3
8.234, -0.0838037, a3
8.235, -0.0936822, a3
8.236, -0.103509, a3
8.237, -0.113734, a3
8.238, -0.123518, a3
8.239, -0.133964, a3
8.24, -0.143785, a3
8.241, -0.153214, a3
8.242, -0.163611, a3
8.243, -0.173858, a3
8.244, -0.183676, a3
8.245, -0.193147, a3
8.246, -0.203243, a3
8.247, -0.213371, a3
8.248, -0.222982, a3
8.249, -0.232482, a3
8.25, -0.24209, a3
8.251, -0.251758, a3
8.252, -0.26204, a3
8.253, -0.272342, a3
8.254, -0.282411, a3
8.255, -0.292136, a3
8.256, -0.302223, a3
8.257, -0.312018, a3
8.258, -0.322315, a3
8.259, -0.331526, a3
8.26, -0.342073, a3
8.261, -0.351678, a3
8.262, -0.360995, a3
8.263, -0.370719, a3
8.264, -0.379673, a3
8.265, -0.388988, a3
8.266, -0.3988, a3
8.267, -0.408189, a3
8.268, -0.416736, a3
8.269, -0.425898, a3
8.27, -0.434534, a3
8.271, -0.443694, a3
8.272, -0.452935, a3
8.273, -0.462046, a3
8.274, -0.471519, a3
8.275, -0.48027, a3
8.276, -0.489641, a3
8.277, -0.499018, a3
8.278, -0.50759, a3
8.279, -0.515663, a3
8.28, -0.523982, a3
8.281, -0.532338, a3
8.282, -0.540692, a3
8.283, -0.549516, a3
8.284, -0.558174, a3
8.285, -0.566532, a3
8.286, -0.575233, a3
8.287, -0.583226, a3
8.288, -0.591201, a3
8.289, -0.599217, a3
8.29, -0.607136, a3
8.291, -0.614604, a3
8.292, -0.622587, a3
8.293, -0.630802, a3
8.294, -0.638839, a3
8.295, -0.646906, a3
8.296, -0.654552, a3
8.297, -0.661551, a3
8.298, -0.669088, a3
8.299, -0.677176, a3
8.3, -0.684616, a3
8.301, -0.692114, a3
8.302, -0.699524, a3
8.303, -0.70642, a3
8.304, -0.713748, a3
8.305, -0.721169, a3
8.306, -0.72811, a3
8.307, -0.734851, a3
8.308, -0.741952, a3
8.309, -0.748729, a3
8.31, -0.756231, a3
8.311, -0.762797, a3
8.312, -0.768738, a3
8.313, -0.775357, a3
8.314, -0.781694, a3
8.315, -0.78811, a3
8.316, -0.794068, a3
8.317, -0.80073, a3
8.318, -0.806949, a3
8.319, -0.813148, a3
8.32, -0.819001, a3
8.321, -0.824999, a3
8.322, -0.830404, a3
8.323, -0.835921, a3
8.324, -0.841461, a3
8.325, -0.846447, a3
8.326, -0.851862, a3
8.327, -0.857285, a3
8.328, -0.862628, a3
8.329, -0.867755, a3
8.33, -0.87249, a3
8.331, -0.877515, a3
8.332, -0.882788, a3
8.333, -0.887534, a3
8.334, -0.892167, a3
8.335, -0.896641, a3
8.336, -0.901022, a3
8.337, -0.905259, a3
8.338, -0.909412, a3
8.339, -0.913707, a3
8.34, -0.917608, a3
8.341, -0.921473, a3
8.342, -0.925465, a3
8.343, -0.929196, a3
8.344, -0.932864, a3
8.345, -0.936453, a3
8.346, -0.939903, a3
8.347, -0.943025, a3
8.348, -0.946435, a3
8.349, -0.949691, a3
8.35, -0.952691, a3
8.351, -0.955666, a3
8.352, -0.958542, a3
8.353, -0.961247, a3
8.354, -0.963951, a3
8.355, -0.966528, a3
8.356, -0.969108, a3
8.357, -0.971552, a3
8.358, -0.974049, a3
8.359, -0.976412, a3
8.36, -0.978534, a3
8.361, -0.980606, a3
8.362, -0.982487, a3
8.363, -0.984334, a3
8.364, -0.986046, a3
8.365, -0.987568, a3
8.366, -0.989133, a3
8.367, -0.990567, a3
8.368, -0.991951, a3
8.369, -0.993201, a3
8.37, -0.994394, a3
8.371, -0.995431, a3
8.372, -0.996272, a3
8.373, -0.997047, a3
8.374, -0.997769, a3
8.375, -0.998392, a3
8.376, -0.998911, a3
8.377, -0.999346, a3
8.378, -0.99964, a3
8.379, -0.999861, a3
8.38, -0.999981, a3
8.381, -0.999993, a3
8.382, -0.999905, a3
8.383, -0.999711, a3
8.384, -0.999408, a3
8.385, -0.998981, a3
8.386, -0.998466, a3
8.387, -0.997835, a3
8.388, -0.99707, a3
8.389, -0.996272, a3
8.39, -0.995372, a3
8.391, -0.994279, a3
8.392, -0.99315, a3
8.393, -0.991832, a3
8.394, -0.990516, a3
8.395, -0.989184, a3
8.396, -0.987741, a3
8.397, -0.986063, a3
8.398, -0.984353, a3
8.399, -0.982379, a3
8.4, -0.980503, a3
8.401, -0.97834, a3
8.402, -0.976135, a3
8.403, -0.973918, a3
8.404, -0.971549, a3
8.405, -0.969076, a3
8.406, -0.966751, a3
8.407, -0.964281, a3
8.408, -0.961691, a3
8.409, -0.958892, a3
8.41, -0.956187, a3
8.411, -0.953154, a3
8.412, -0.950009, a3
8.413, -0.946663, a3
8.414, -0.943407, a3
8.415, -0.93968, a3
8.416, -0.936362, a3
8.417, -0.93272, a3
8.418, -0.928947, a3
8.419, -0.924919, a3
8.42, -0.921163, a3
8.421, -0.917467, a3
8.422, -0.913346, a3
8.423, -0.90911, a3
8.424, -0.904884, a3
8.425, -0.900438, a3
8.426, -0.896194, a3
8.427, -0.891958, a3
8.428, -0.887554, a3
8.429, -0.882979, a3
8.43, -0.878347, a3
8.431, -0.873351, a3
8.432, -0.868771, a3
8.433, -0.863603, a3
8.434, -0.858076, a3
8.435, -0.852945, a3
8.436, -0.847615, a3
8.437, -0.842076, a3
8.438, -0.836484, a3
8.439, -0.831276, a3
8.44, -0.825716, a3
8.441, -0.819983, a3
8.442, -0.814806, a3
8.443, -0.808775, a3
8.444, -0.802826, a3
8.445, -0.796695, a3
8.446, -0.790535, a3
8.447, -0.784236, a3
8.448, -0.778102, a3
8.449, -0.771713, a3
8.45, -0.765109, a3
8.451, -0.758499, a3
8.452, -0.752051, a3
8.453, -0.745515, a3
8.454, -0.738911, a3
8.455, -0.73217, a3
8.456, -0.725346, a3
8.457, -0.718722, a3
8.458, -0.712296, a3
8.459, -0.705644, a3
8.46, -0.698195, a3
8.461, -0.691082, a3
8.462, -0.683254, a3
8.463, -0.675817, a3
8.464, -0.668189, a3
8.465, -0.660989, a3
8.466, -0.653293, a3
8.467, -0.645962, a3
8.468, -0.638407, a3
8.469, -0.630151, a3
8.47, -0.622169, a3
8.471, -0.613944, a3
8.472, -0.605665, a3
8.473, -0.597217, a3
8.474, -0.589332, a3
8.475, -0.581473, a3
8.476, -0.573106, a3
8.477, -0.564661, a3
8.478, -0.556966, a3
8.479, -0.548922, a3
8.48, -0.540241, a3
8.481, -0.532748, a3
8.482, -0.52383, a3
8.483, -0.515058, a3
8.484, -0.506801, a3
8.485, -0.497446, a3
8.486, -0.48925, a3
8.487, -0.480856, a3
8.488, -0.472369, a3
8.489, -0.463145, a3
8.49, -0.453807, a3
8.491, -0.444009, a3
8.492, -0.434982, a3
8.493, -0.426229, a3
8.494, -0.417239, a3
8.495, -0.408042, a3
8.496, -0.398921, a3
8.497, -0.389315, a3
8.498, -0.37955, a3
8.499, -0.369808, a3
8.5, -0.360045, a3
8.501, -0.350487, a3
8.502, -0.341166, a3
8.503, -0.331627, a3
8.504, -0.322578, a3
8.505, -0.312794, a3
8.506, -0.302915, a3
8.507, -0.293593, a3
8.508, -0.284668, a3
8.509, -0.275307, a3
8.51, -0.264799, a3
8.511, -0.255253, a3
8.512, -0.244799, a3
8.513, -0.235676, a3
8.514, -0.226027, a3
8.515, -0.21564, a3
8.516, -0.205859, a3
8.517, -0.195503, a3
8.518, -0.185973, a3
8.519, -0.175586, a3
8.52, -0.166518, a3
8.521, -0.157075, a3
8.522, -0.147661, a3
8.523, -0.138191, a3
8.524, -0.128851, a3
8.525, -0.119176, a3
8.526, -0.109601, a3
8.527, -0.0996921, a3
8.528, -0.089148, a3
8.529, -0.0787984, a3
8.53, -0.0691998, a3
8.531, -0.0596466, a3
8.532, -0.0499754, a3
8.533, -0.0404669, a3
8.534, -0.0310558, a3
8.535, -0.0213636, a3
8.536, -0.011429, a3
8.537, -0.00131031, a3
intercept is 8.53713, int3
8.538, 0.00880805, a3
8.539, 0.0187897, a3
8.54, 0.0279539, a3
8.541, 0.0380417, a3
8.542, 0.0479741, a3
8.543, 0.0577156, a3
8.544, 0.067343, a3
8.545, 0.0766074, a3
8.546, 0.0859428, a3
8.547, 0.0956838, a3
8.548, 0.105365, a3
8.549, 0.115112, a3
8.55, 0.124904, a3
8.551, 0.134482, a3
8.552, 0.1447, a3
8.553, 0.154791, a3
8.554, 0.164382, a3
8.555, 0.17362, a3
8.556, 0.18417, a3
8.557, 0.194038, a3
8.558, 0.203813, a3
8.559, 0.213735, a3
8.56, 0.223329, a3
8.561, 0.232897, a3
8.562, 0.242837, a3
8.563, 0.252013, a3
8.564, 0.261655, a3
8.565, 0.271506, a3
8.566, 0.280813, a3
8.567, 0.290827, a3
8.568, 0.299943, a3
8.569, 0.309107, a3
8.57, 0.319077, a3
8.571, 0.328334, a3
8.572, 0.338039, a3
8.573, 0.347535, a3
8.574, 0.357682, a3
8.575, 0.367451, a3
8.576, 0.376257, a3
8.577, 0.385237, a3
8.578, 0.394955, a3
8.579, 0.404448, a3
8.58, 0.413239, a3
8.581, 0.421689, a3
8.582, 0.431867, a3
8.583, 0.440734, a3
8.584, 0.449698, a3
8.585, 0.458505, a3
8.586, 0.468001, a3
8.587, 0.477277, a3
8.588, 0.486415, a3
8.589, 0.495755, a3
8.59, 0.504315, a3
8.591, 0.512459, a3
8.592, 0.520985, a3
8.593, 0.529505, a3
8.594, 0.538071, a3
8.595, 0.546305, a3
8.596, 0.554529, a3
8.597, 0.562801, a3
8.598, 0.571531, a3
8.599, 0.579495, a3
8.6, 0.587531, a3
8.601, 0.595929, a3
8.602, 0.603983, a3
8.603, 0.611324, a3
8.604, 0.618924, a3
8.605, 0.626494, a3
8.606, 0.634676, a3
8.607, 0.642334, a3
8.608, 0.649422, a3
8.609, 0.656584, a3
8.61, 0.664174, a3
8.611, 0.671339, a3
8.612, 0.678801, a3
8.613, 0.685832, a3
8.614, 0.692677, a3
8.615, 0.699864, a3
8.616, 0.707082, a3
8.617, 0.713878, a3
8.618, 0.721186, a3
8.619, 0.728393, a3
8.62, 0.734786, a3
8.621, 0.742015, a3
8.622, 0.748948, a3
8.623, 0.755415, a3
8.624, 0.761522, a3
8.625, 0.76807, a3
8.626, 0.774498, a3
8.627, 0.780387, a3
8.628, 0.786386, a3
8.629, 0.792515, a3
8.63, 0.798195, a3
8.631, 0.804587, a3
8.632, 0.810739, a3
8.633, 0.816663, a3
8.634, 0.822046, a3
8.635, 0.827668, a3
8.636, 0.833878, a3
8.637, 0.839448, a3
8.638, 0.845284, a3
8.639, 0.850518, a3
8.64, 0.855971, a3
8.641, 0.861553, a3
8.642, 0.866575, a3
8.643, 0.871608, a3
8.644, 0.876724, a3
8.645, 0.881245, a3
8.646, 0.886398, a3
8.647, 0.890691, a3
8.648, 0.894945, a3
8.649, 0.899474, a3
8.65, 0.903948, a3
8.651, 0.908359, a3
8.652, 0.912817, a3
8.653, 0.91704, a3
8.654, 0.920692, a3
8.655, 0.924594, a3
8.656, 0.928573, a3
8.657, 0.932375, a3
8.658, 0.93613, a3
8.659, 0.939896, a3
8.66, 0.943491, a3
8.661, 0.946887, a3
8.662, 0.950124, a3
8.663, 0.953528, a3
8.664, 0.956676, a3
8.665, 0.95971, a3
8.666, 0.962441, a3
8.667, 0.965108, a3
8.668, 0.967741, a3
8.669, 0.970276, a3
8.67, 0.972629, a3
8.671, 0.975006, a3
8.672, 0.977289, a3
8.673, 0.979268, a3
8.674, 0.981311, a3
8.675, 0.983145, a3
8.676, 0.98486, a3
